
------------------------------------------------------------------------------

tsLinesOfCode, v2.4.0 (build 07/31/2013)

  Author(s): Richard S. Gordon
  Copyright (c) 2007-2013 Richard S. Gordon.
		All rights reserved.
  GNU General Public License, Version 3, 29 June 2007

  Credits: 

	  tsLibCLI Import & Application Launch Features: 
	  Copyright (c) 2007-2009 Frederick A. Kier. 
			All rights reserved.

	  File Extension Features of SLOCCount 2.26: 
	  Copyright (c) 2001-2004 David A. Wheeler. 
			All rights reserved.

	  Algorithm Features of COCOMO(R) 81: 
	  Copyright (c) 1981 Dr. Barry W. Boehm. 
			All rights reserved.

	  Python Logging Module API Features: 
	  Copyright (c) 2001-2013 Python Software Foundation.
			All rights reserved.
	  PSF License Agreement for Python 2.7.3 & 3.3.0

------------------------------------------------------------------------------

		Individual Source Code Feature Statistics

    CODE    CMNTS    LINES    WORDS    CHARS PATH/FILE
       0      336      336     1445    13477 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/Documents/README4-ManPages.txt
       0      201      201      801     7389 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/Documents/README5-Notebooks.txt
       0      197      197     1029     8483 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/Documents/README6-SourceDistributions.txt
       0      232      232     1171    11858 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/Documents/README7-DeveloperSandboxes.txt
       0      232      232     1171    11858 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/Documents/README8-SitePackages.txt
       0      447      447     2280    17847 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/Documents/README9-KeyboardMouseInput.txt
       0       53       53      126     1333 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/Documents/THANKS.txt
       0      135      135      408     3782 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/Documents/TO-DO.txt
       0      668      668     3130    26374 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/Documents/TROUBLESHOOT.txt
       0        0        0        0        0 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/Documents/__init__.py
       0      149      149      685     7822 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/logs/bmp/README_BMP.txt
       0      336      336     1445    13477 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/ManPages/README4-ManPages.txt
       0        0        0        0        0 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/ManPages/__init__.py
      15        5       20       39      497 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/ManPages/tsManPagesLibCLI/runPydoc_tsManPagesCLI.sh
      20        8       28       63      720 /cygdrive/d/WR/tsWxGTUI_PyVx_Repository/SourceDistributions/Developer-Sandboxes/tsWxGTUI_PyVx/Python-2x/tsWxGTUI_Py2x/ManPages/tsManPagesLibCLI/runPylint_tsManPagesCLI.sh
